id,title,url,pageUrl,author,createdAt,score,commentCount,wordCount,tags,excerpt
GY3WkXocymyYpi2hA,Why Civilizations Are Unstable (And What This Means for AI Alignment),https://www.lesswrong.com/posts/GY3WkXocymyYpi2hA/why-civilizations-are-unstable-and-what-this-means-for-ai,https://www.lesswrong.com/posts/GY3WkXocymyYpi2hA/why-civilizations-are-unstable-and-what-this-means-for-ai,,2025-10-29T12:27:53.751000+00:00,10,6,,,
xCzKwWmhcEKkeytys,What can we learn from parent-child-alignment for AI?,https://www.lesswrong.com/posts/xCzKwWmhcEKkeytys/what-can-we-learn-from-parent-child-alignment-for-ai,https://www.lesswrong.com/posts/xCzKwWmhcEKkeytys/what-can-we-learn-from-parent-child-alignment-for-ai,,2025-10-29T08:02:56.220000+00:00,16,4,,,
bA9zzcHhcZ7BEfKhi,Why Would we get Inner Misalignment by Default?,https://www.lesswrong.com/posts/bA9zzcHhcZ7BEfKhi/why-would-we-get-inner-misalignment-by-default,https://www.lesswrong.com/posts/bA9zzcHhcZ7BEfKhi/why-would-we-get-inner-misalignment-by-default,,2025-10-29T01:23:14.921000+00:00,3,0,,,
sLZQrwQnPswNTEbWi,"Upcoming Workshop on Post-AGI Economics, Culture, and Governance",https://www.lesswrong.com/posts/sLZQrwQnPswNTEbWi/upcoming-workshop-on-post-agi-economics-culture-and,https://www.lesswrong.com/posts/sLZQrwQnPswNTEbWi/upcoming-workshop-on-post-agi-economics-culture-and,,2025-10-28T21:55:42.867000+00:00,36,1,,,
2RtuThoZwP4o8aEpS,Introducing the Epoch Capabilities Index (ECI),https://www.lesswrong.com/posts/2RtuThoZwP4o8aEpS/introducing-the-epoch-capabilities-index-eci,https://www.lesswrong.com/posts/2RtuThoZwP4o8aEpS/introducing-the-epoch-capabilities-index-eci,,2025-10-28T18:23:03.194000+00:00,62,9,,,
TPGJZtzviqkjF5PSJ,Call for mentors from AI Safety and academia. Sci.STEPS mentorship program,https://www.lesswrong.com/posts/TPGJZtzviqkjF5PSJ/call-for-mentors-from-ai-safety-and-academia-sci-steps,https://www.lesswrong.com/posts/TPGJZtzviqkjF5PSJ/call-for-mentors-from-ai-safety-and-academia-sci-steps,,2025-10-28T13:41:01.636000+00:00,7,0,,,
44SHzqD4DvshbQtbj,What were mistakes of AI Safety field-building? How can we avoid them while we build the AI Welfare?,https://www.lesswrong.com/posts/44SHzqD4DvshbQtbj/what-were-mistakes-of-ai-safety-field-building-how-can-we,https://www.lesswrong.com/posts/44SHzqD4DvshbQtbj/what-were-mistakes-of-ai-safety-field-building-how-can-we,,2025-10-28T02:50:03.616000+00:00,1,0,,,
hgMDvLyomQjpKiG2v,[CS 2881r] Can We Prompt Our Way to Safety? Comparing System Prompt Styles and Post-Training Effects on Safety Benchmarks,https://www.lesswrong.com/posts/hgMDvLyomQjpKiG2v/cs-2881r-can-we-prompt-our-way-to-safety-comparing-system,https://www.lesswrong.com/posts/hgMDvLyomQjpKiG2v/cs-2881r-can-we-prompt-our-way-to-safety-comparing-system,,2025-10-28T02:38:24.843000+00:00,4,0,,,
dwpXvweBrJwErse3L,All the labs AI safety plans: 2025 edition,https://www.lesswrong.com/posts/dwpXvweBrJwErse3L/all-the-labs-ai-safety-plans-2025-edition,https://www.lesswrong.com/posts/dwpXvweBrJwErse3L/all-the-labs-ai-safety-plans-2025-edition,,2025-10-28T00:25:07.919000+00:00,47,2,,,
CFA8W6WCodEZdjqYE,AIs should also refuse to work on capabilities research,https://www.lesswrong.com/posts/CFA8W6WCodEZdjqYE/ais-should-also-refuse-to-work-on-capabilities-research,https://www.lesswrong.com/posts/CFA8W6WCodEZdjqYE/ais-should-also-refuse-to-work-on-capabilities-research,,2025-10-27T08:42:35.190000+00:00,150,20,,,
mtGpdtDdmkRC3ZBuz,List of lists of project ideas in AI Safety,https://www.lesswrong.com/posts/mtGpdtDdmkRC3ZBuz/list-of-lists-of-project-ideas-in-ai-safety,https://www.lesswrong.com/posts/mtGpdtDdmkRC3ZBuz/list-of-lists-of-project-ideas-in-ai-safety,,2025-10-27T01:28:44.435000+00:00,6,0,,,
dHLdf8SB8oW5L27gg,On Fleshling Safety: A Debate by Klurl and Trapaucius.,https://www.lesswrong.com/posts/dHLdf8SB8oW5L27gg/on-fleshling-safety-a-debate-by-klurl-and-trapaucius,https://www.lesswrong.com/posts/dHLdf8SB8oW5L27gg/on-fleshling-safety-a-debate-by-klurl-and-trapaucius,,2025-10-26T23:44:04.676000+00:00,238,52,,,
87iDbBM3Qaf4q4gN4,The Future of Interpretability is Geometric,https://www.lesswrong.com/posts/87iDbBM3Qaf4q4gN4/the-future-of-interpretability-is-geometric,https://www.lesswrong.com/posts/87iDbBM3Qaf4q4gN4/the-future-of-interpretability-is-geometric,,2025-10-24T18:32:25.390000+00:00,22,0,,,
CCT7Qc8rSeRs7r5GL,Beliefs about formal methods and AI safety,https://www.lesswrong.com/posts/CCT7Qc8rSeRs7r5GL/beliefs-about-formal-methods-and-ai-safety,https://www.lesswrong.com/posts/CCT7Qc8rSeRs7r5GL/beliefs-about-formal-methods-and-ai-safety,,2025-10-23T16:43:24.911000+00:00,32,0,,,
6DfWFtL7mcs3vnHPn,Should AI Developers Remove Discussion of AI Misalignment from AI Training Data?,https://www.lesswrong.com/posts/6DfWFtL7mcs3vnHPn/should-ai-developers-remove-discussion-of-ai-misalignment,https://www.lesswrong.com/posts/6DfWFtL7mcs3vnHPn/should-ai-developers-remove-discussion-of-ai-misalignment,,2025-10-23T15:12:51.392000+00:00,43,3,,,
Em9sihEZmbofZKc2t,"A Concrete Roadmap towards Safety Cases based on
Chain-of-Thought Monitoring",https://www.lesswrong.com/posts/Em9sihEZmbofZKc2t/a-concrete-roadmap-towards-safety-cases-based-on-chain-of,https://www.lesswrong.com/posts/Em9sihEZmbofZKc2t/a-concrete-roadmap-towards-safety-cases-based-on-chain-of,,2025-10-23T11:34:55.397000+00:00,34,2,,,
KbJ3HjKEjvt8BshSb,Differences in Alignment Behaviour between Single-Agent and Multi-Agent AI Systems,https://www.lesswrong.com/posts/KbJ3HjKEjvt8BshSb/differences-in-alignment-behaviour-between-single-agent-and,https://www.lesswrong.com/posts/KbJ3HjKEjvt8BshSb/differences-in-alignment-behaviour-between-single-agent-and,,2025-10-23T11:17:20.604000+00:00,7,3,,,
524pFXTPD8iDWmX4x,Technical Acceleration Methods for AI Safety: Summary from October 2025 Symposium,https://www.lesswrong.com/posts/524pFXTPD8iDWmX4x/technical-acceleration-methods-for-ai-safety-summary-from,https://www.lesswrong.com/posts/524pFXTPD8iDWmX4x/technical-acceleration-methods-for-ai-safety-summary-from,,2025-10-22T21:33:02.358000+00:00,25,2,,,
48JJCHYunRh9nSj8e,Why AI alignment matters today,https://www.lesswrong.com/posts/48JJCHYunRh9nSj8e/why-ai-alignment-matters-today,https://www.lesswrong.com/posts/48JJCHYunRh9nSj8e/why-ai-alignment-matters-today,,2025-10-22T21:27:13.240000+00:00,6,0,,,
zmtqmwetKH4nrxXcE,Which side of the AI safety community are you in?,https://www.lesswrong.com/posts/zmtqmwetKH4nrxXcE/which-side-of-the-ai-safety-community-are-you-in,https://www.lesswrong.com/posts/zmtqmwetKH4nrxXcE/which-side-of-the-ai-safety-community-are-you-in,,2025-10-22T21:17:28.465000+00:00,146,88,,,
6zQTpEdEqWpGgcfyZ,Dead-switches as AI safety tools,https://www.lesswrong.com/posts/6zQTpEdEqWpGgcfyZ/dead-switches-as-ai-safety-tools,https://www.lesswrong.com/posts/6zQTpEdEqWpGgcfyZ/dead-switches-as-ai-safety-tools,,2025-10-22T19:57:09.328000+00:00,1,6,,,
n6Rsb2jDpYSfzsbns,Consider donating to AI safety champion Scott Wiener,https://www.lesswrong.com/posts/n6Rsb2jDpYSfzsbns/consider-donating-to-ai-safety-champion-scott-wiener,https://www.lesswrong.com/posts/n6Rsb2jDpYSfzsbns/consider-donating-to-ai-safety-champion-scott-wiener,,2025-10-22T18:40:41.963000+00:00,132,9,,,
uahJ7CrB8oWyRyyvL,[CS 2881r AI Safety] [Week 5] Content Policies,https://www.lesswrong.com/posts/uahJ7CrB8oWyRyyvL/cs-2881r-ai-safety-week-5-content-policies,https://www.lesswrong.com/posts/uahJ7CrB8oWyRyyvL/cs-2881r-ai-safety-week-5-content-policies,,2025-10-16T04:27:14.889000+00:00,1,0,,,
sd3GMjLzBQtXHft5c,Electronics Mechanic -> AI Safety Researcher: A 30-Month Journey to Model Welfare,https://www.lesswrong.com/posts/sd3GMjLzBQtXHft5c/electronics-mechanic-greater-than-ai-safety-researcher-a-30,https://www.lesswrong.com/posts/sd3GMjLzBQtXHft5c/electronics-mechanic-greater-than-ai-safety-researcher-a-30,,2025-10-16T00:43:30.233000+00:00,2,0,,,
3zh4nnjoxDsknQYLw,Enhancing Genomic Foundation Model Robustness through Iterative Black-Box Adversarial Training,https://www.lesswrong.com/posts/3zh4nnjoxDsknQYLw/enhancing-genomic-foundation-model-robustness-through,https://www.lesswrong.com/posts/3zh4nnjoxDsknQYLw/enhancing-genomic-foundation-model-robustness-through,,2025-10-14T20:54:38.032000+00:00,8,0,,,
whkMnqFWKsBm7Gyd7,Recontextualization Mitigates Specification Gaming Without Modifying the Specification,https://www.lesswrong.com/posts/whkMnqFWKsBm7Gyd7/recontextualization-mitigates-specification-gaming-without,https://www.lesswrong.com/posts/whkMnqFWKsBm7Gyd7/recontextualization-mitigates-specification-gaming-without,,2025-10-14T00:53:06.161000+00:00,115,13,,,
6yDrARrRFmSNtRpEv,Live Governance: AI tools for coordination without centralisation,https://www.lesswrong.com/posts/6yDrARrRFmSNtRpEv/live-governance-ai-tools-for-coordination-without,https://www.lesswrong.com/posts/6yDrARrRFmSNtRpEv/live-governance-ai-tools-for-coordination-without,,2025-10-13T08:24:38.746000+00:00,10,0,,,
TKTijrrwtEFytAbhh,The Alignment Problem Isn't Theoretical,https://www.lesswrong.com/posts/TKTijrrwtEFytAbhh/the-alignment-problem-isn-t-theoretical,https://www.lesswrong.com/posts/TKTijrrwtEFytAbhh/the-alignment-problem-isn-t-theoretical,,2025-10-12T03:49:37.677000+00:00,0,1,,,
TxiB6hvnQqxXB5XDJ,Why Future AIs will Require New Alignment Methods,https://www.lesswrong.com/posts/TxiB6hvnQqxXB5XDJ/why-future-ais-will-require-new-alignment-methods,https://www.lesswrong.com/posts/TxiB6hvnQqxXB5XDJ/why-future-ais-will-require-new-alignment-methods,,2025-10-10T14:27:44.233000+00:00,17,7,,,
DDfkcawsHJRnqzagm,"We won’t get docile, brilliant AIs before we solve alignment",https://www.lesswrong.com/posts/DDfkcawsHJRnqzagm/we-won-t-get-docile-brilliant-ais-before-we-solve-alignment,https://www.lesswrong.com/posts/DDfkcawsHJRnqzagm/we-won-t-get-docile-brilliant-ais-before-we-solve-alignment,,2025-10-10T04:11:58.579000+00:00,7,3,,,
e8nMZewwonifENQYB,Assuring Agent Safety Evaluations By Analysing Transcripts ,https://www.lesswrong.com/posts/e8nMZewwonifENQYB/assuring-agent-safety-evaluations-by-analysing-transcripts,https://www.lesswrong.com/posts/e8nMZewwonifENQYB/assuring-agent-safety-evaluations-by-analysing-transcripts,,2025-10-10T00:42:20.634000+00:00,7,0,,,
SFZ7sbgqepxKGa7Hj,Investigating Neural Scaling Laws Emerging from Deep Data Structure,https://www.lesswrong.com/posts/SFZ7sbgqepxKGa7Hj/investigating-neural-scaling-laws-emerging-from-deep-data,https://www.lesswrong.com/posts/SFZ7sbgqepxKGa7Hj/investigating-neural-scaling-laws-emerging-from-deep-data,,2025-10-09T20:11:39.241000+00:00,4,0,,,
HLJoJYi52mxgomujc,Realistic Reward Hacking Induces Different and Deeper Misalignment,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,,2025-10-09T18:45:07.342000+00:00,127,2,,,
293uEAmHeBM3JX9a7,Alignment progress doesn’t compensate for higher capabilities,https://www.lesswrong.com/posts/293uEAmHeBM3JX9a7/alignment-progress-doesn-t-compensate-for-higher,https://www.lesswrong.com/posts/293uEAmHeBM3JX9a7/alignment-progress-doesn-t-compensate-for-higher,,2025-10-09T16:06:25.762000+00:00,2,0,,,
E8n93nnEaFeXTbHn5,"Plans A, B, C, and D for misalignment risk",https://www.lesswrong.com/posts/E8n93nnEaFeXTbHn5/plans-a-b-c-and-d-for-misalignment-risk,https://www.lesswrong.com/posts/E8n93nnEaFeXTbHn5/plans-a-b-c-and-d-for-misalignment-risk,,2025-10-08T17:18:16.750000+00:00,127,69,,,
rLd7NWNKnRFdnJEgD,Intent alignment seems incoherent,https://www.lesswrong.com/posts/rLd7NWNKnRFdnJEgD/intent-alignment-seems-incoherent,https://www.lesswrong.com/posts/rLd7NWNKnRFdnJEgD/intent-alignment-seems-incoherent,,2025-10-07T23:01:49.160000+00:00,22,2,,,
kffbZGa2yYhc6cakc,Petri: An open-source auditing tool to accelerate AI safety research,https://www.lesswrong.com/posts/kffbZGa2yYhc6cakc/petri-an-open-source-auditing-tool-to-accelerate-ai-safety,https://www.lesswrong.com/posts/kffbZGa2yYhc6cakc/petri-an-open-source-auditing-tool-to-accelerate-ai-safety,,2025-10-07T20:39:16.767000+00:00,77,0,,,
fseLoLt4yh3v4nvee,The Alignment Paradox: Why Transparency Can Breed Deception,https://www.lesswrong.com/posts/fseLoLt4yh3v4nvee/the-alignment-paradox-why-transparency-can-breed-deception,https://www.lesswrong.com/posts/fseLoLt4yh3v4nvee/the-alignment-paradox-why-transparency-can-breed-deception,,2025-10-07T13:28:50.660000+00:00,4,0,,,
8buEtNxCScYpjzgW8,We won’t get AIs smart enough to solve alignment but too dumb to rebel,https://www.lesswrong.com/posts/8buEtNxCScYpjzgW8/we-won-t-get-ais-smart-enough-to-solve-alignment-but-too,https://www.lesswrong.com/posts/8buEtNxCScYpjzgW8/we-won-t-get-ais-smart-enough-to-solve-alignment-but-too,,2025-10-06T21:49:05.595000+00:00,28,16,,,
NZtJSNZvd73EKcP9t,Which differences between sandbagging evaluations and sandbagging safety research are important for control?,https://www.lesswrong.com/posts/NZtJSNZvd73EKcP9t/which-differences-between-sandbagging-evaluations-and,https://www.lesswrong.com/posts/NZtJSNZvd73EKcP9t/which-differences-between-sandbagging-evaluations-and,,2025-10-06T18:20:46.054000+00:00,6,0,,,
55CBrLrXiQgHBb2gF,Alignment Faking Demo for Congressional Staffers,https://www.lesswrong.com/posts/55CBrLrXiQgHBb2gF/alignment-faking-demo-for-congressional-staffers,https://www.lesswrong.com/posts/55CBrLrXiQgHBb2gF/alignment-faking-demo-for-congressional-staffers,,2025-10-06T01:44:03.594000+00:00,20,2,,,
qj4qEwpLhzaHKD2ZN,"Accelerating AI Safety Progress via Technical Methods- Calling Researchers, Founders, and Funders",https://www.lesswrong.com/posts/qj4qEwpLhzaHKD2ZN/accelerating-ai-safety-progress-via-technical-methods,https://www.lesswrong.com/posts/qj4qEwpLhzaHKD2ZN/accelerating-ai-safety-progress-via-technical-methods,,2025-10-05T16:40:46.272000+00:00,1,0,,,
kZGehYydasb3FurxG,Mini-Symposium on Accelerating AI Safety Progress via Technical Methods - Hybrid In-Person and Virtual,https://www.lesswrong.com/events/kZGehYydasb3FurxG/mini-symposium-on-accelerating-ai-safety-progress-via,https://www.lesswrong.com/events/kZGehYydasb3FurxG/mini-symposium-on-accelerating-ai-safety-progress-via,,2025-10-05T16:05:00.412000+00:00,1,0,,,
35w2ys6sQg3Jf3n6h,AISafety.com Reading Group session 328,https://www.lesswrong.com/events/35w2ys6sQg3Jf3n6h/aisafety-com-reading-group-session-328,https://www.lesswrong.com/events/35w2ys6sQg3Jf3n6h/aisafety-com-reading-group-session-328,,2025-10-05T07:51:11.921000+00:00,5,0,,,
f9qa4dHAH9Z2S6vYe,a quick thought about AI alignment,https://www.lesswrong.com/posts/f9qa4dHAH9Z2S6vYe/a-quick-thought-about-ai-alignment,https://www.lesswrong.com/posts/f9qa4dHAH9Z2S6vYe/a-quick-thought-about-ai-alignment,,2025-10-05T00:51:12.338000+00:00,10,4,,,
MhJmNCDSpcNmB9YYv,Journalism about game theory could advance AI safety quickly ,https://www.lesswrong.com/posts/MhJmNCDSpcNmB9YYv/journalism-about-game-theory-could-advance-ai-safety-quickly,https://www.lesswrong.com/posts/MhJmNCDSpcNmB9YYv/journalism-about-game-theory-could-advance-ai-safety-quickly,,2025-10-02T23:05:08.748000+00:00,6,0,,,
RTHdQuGJeBKWHbgyj,Prompt Framing Changes LLM Performance (and Safety),https://www.lesswrong.com/posts/RTHdQuGJeBKWHbgyj/prompt-framing-changes-llm-performance-and-safety,https://www.lesswrong.com/posts/RTHdQuGJeBKWHbgyj/prompt-framing-changes-llm-performance-and-safety,,2025-10-02T18:29:56.024000+00:00,4,0,,,
jhYCobdyJbA9xbvLr,How I think about alignment and ethics as a cooperation protocol software ,https://www.lesswrong.com/posts/jhYCobdyJbA9xbvLr/how-i-think-about-alignment-and-ethics-as-a-cooperation,https://www.lesswrong.com/posts/jhYCobdyJbA9xbvLr/how-i-think-about-alignment-and-ethics-as-a-cooperation,,2025-10-01T21:09:59.156000+00:00,3,0,,,
Tj44XfQbb4AhRShfi,"AI Safety at the Frontier: Paper Highlights, September '25",https://www.lesswrong.com/posts/Tj44XfQbb4AhRShfi/ai-safety-at-the-frontier-paper-highlights-september-25,https://www.lesswrong.com/posts/Tj44XfQbb4AhRShfi/ai-safety-at-the-frontier-paper-highlights-september-25,,2025-10-01T16:24:52.986000+00:00,5,0,,,
yAwnYoeCz7PqeNrtL,Lectures on statistical learning theory for alignment researchers,https://www.lesswrong.com/posts/yAwnYoeCz7PqeNrtL/lectures-on-statistical-learning-theory-for-alignment,https://www.lesswrong.com/posts/yAwnYoeCz7PqeNrtL/lectures-on-statistical-learning-theory-for-alignment,,2025-10-01T08:36:52.525000+00:00,41,1,,,
4yn8B8p2YiouxLABy,Claude Sonnet 4.5: System Card and Alignment,https://www.lesswrong.com/posts/4yn8B8p2YiouxLABy/claude-sonnet-4-5-system-card-and-alignment,https://www.lesswrong.com/posts/4yn8B8p2YiouxLABy/claude-sonnet-4-5-system-card-and-alignment,,2025-09-30T20:50:06.591000+00:00,75,5,,,
wzTieM48mzYxLdYPi,AI Safety Research Futarchy: Using Prediction Markets to Choose Research Projects for MARS,https://www.lesswrong.com/posts/wzTieM48mzYxLdYPi/ai-safety-research-futarchy-using-prediction-markets-to,https://www.lesswrong.com/posts/wzTieM48mzYxLdYPi/ai-safety-research-futarchy-using-prediction-markets-to,,2025-09-30T15:37:49.366000+00:00,37,10,,,
ksfjZJu3BFEfM6hHE,"Why Corrigibility is Hard and Important (i.e. ""Whence the high MIRI confidence in alignment difficulty?"")",https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high,https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high,,2025-09-30T00:12:04.934000+00:00,87,54,,,
AJo2HFT8TdY2B3wNJ,System Level Safety Evaluations,https://www.lesswrong.com/posts/AJo2HFT8TdY2B3wNJ/system-level-safety-evaluations,https://www.lesswrong.com/posts/AJo2HFT8TdY2B3wNJ/system-level-safety-evaluations,,2025-09-29T13:57:24.368000+00:00,15,0,,,
j3KuXBhXFteW8BFPo,Why ASI Alignment Is Hard (an overview),https://www.lesswrong.com/posts/j3KuXBhXFteW8BFPo/why-asi-alignment-is-hard-an-overview,https://www.lesswrong.com/posts/j3KuXBhXFteW8BFPo/why-asi-alignment-is-hard-an-overview,,2025-09-29T04:05:54.338000+00:00,16,1,,,
