id,title,url,pageUrl,author,createdAt,score,commentCount,wordCount,tags,excerpt
E3daBewppAiECN3Ao,Claude Sonnet 3.7 (often) knows when it’s in alignment evaluations,https://www.lesswrong.com/posts/E3daBewppAiECN3Ao/claude-sonnet-3-7-often-knows-when-it-s-in-alignment,https://www.lesswrong.com/posts/E3daBewppAiECN3Ao/claude-sonnet-3-7-often-knows-when-it-s-in-alignment,,2025-03-17T19:11:00.813000+00:00,188,9,,,
dHNKtQ3vTBxTfTPxu,What Is The Alignment Problem?,https://www.lesswrong.com/posts/dHNKtQ3vTBxTfTPxu/what-is-the-alignment-problem,https://www.lesswrong.com/posts/dHNKtQ3vTBxTfTPxu/what-is-the-alignment-problem,,2025-01-16T01:20:16.826000+00:00,181,49,,,
7xneDbsgj6yJDJMjK,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,https://www.lesswrong.com/posts/7xneDbsgj6yJDJMjK/chain-of-thought-monitorability-a-new-and-fragile,https://www.lesswrong.com/posts/7xneDbsgj6yJDJMjK/chain-of-thought-monitorability-a-new-and-fragile,,2025-07-15T16:23:17.588000+00:00,166,32,,,
jtqcsARGtmgogdcLT,Reducing LLM deception at scale with self-other overlap fine-tuning,https://www.lesswrong.com/posts/jtqcsARGtmgogdcLT/reducing-llm-deception-at-scale-with-self-other-overlap-fine,https://www.lesswrong.com/posts/jtqcsARGtmgogdcLT/reducing-llm-deception-at-scale-with-self-other-overlap-fine,,2025-03-13T19:09:43.620000+00:00,162,46,,,
ghESoA8mo3fv9Yx3E,Why Do Some Language Models Fake Alignment While Others Don't?,https://www.lesswrong.com/posts/ghESoA8mo3fv9Yx3E/why-do-some-language-models-fake-alignment-while-others-don,https://www.lesswrong.com/posts/ghESoA8mo3fv9Yx3E/why-do-some-language-models-fake-alignment-while-others-don,,2025-07-08T21:49:30.088000+00:00,158,14,,,
QkEyry3Mqo8umbhoK,Self-fulfilling misalignment data might be poisoning our AI models,https://www.lesswrong.com/posts/QkEyry3Mqo8umbhoK/self-fulfilling-misalignment-data-might-be-poisoning-our-ai,https://www.lesswrong.com/posts/QkEyry3Mqo8umbhoK/self-fulfilling-misalignment-data-might-be-poisoning-our-ai,,2025-03-02T19:51:14.775000+00:00,154,29,,,
bnnKGSCHJghAvqPjS,Foom & Doom 2: Technical alignment is hard,https://www.lesswrong.com/posts/bnnKGSCHJghAvqPjS/foom-and-doom-2-technical-alignment-is-hard,https://www.lesswrong.com/posts/bnnKGSCHJghAvqPjS/foom-and-doom-2-technical-alignment-is-hard,,2025-06-23T17:19:50.691000+00:00,152,65,,,
LtT24cCAazQp4NYc5,Open Global Investment as a Governance Model for AGI,https://www.lesswrong.com/posts/LtT24cCAazQp4NYc5/open-global-investment-as-a-governance-model-for-agi,https://www.lesswrong.com/posts/LtT24cCAazQp4NYc5/open-global-investment-as-a-governance-model-for-agi,,2025-08-27T17:42:00+00:00,152,47,,,
gYfpPbww3wQRaxAFD,Activation space interpretability may be doomed,https://www.lesswrong.com/posts/gYfpPbww3wQRaxAFD/activation-space-interpretability-may-be-doomed,https://www.lesswrong.com/posts/gYfpPbww3wQRaxAFD/activation-space-interpretability-may-be-doomed,,2025-01-08T12:49:38.421000+00:00,152,35,,,
TBk2dbWkg2F7dB3jb,It's hard to make scheming evals look realistic for LLMs,https://www.lesswrong.com/posts/TBk2dbWkg2F7dB3jb/it-s-hard-to-make-scheming-evals-look-realistic-for-llms,https://www.lesswrong.com/posts/TBk2dbWkg2F7dB3jb/it-s-hard-to-make-scheming-evals-look-realistic-for-llms,,2025-05-24T19:17:55.875000+00:00,150,29,,,
CFA8W6WCodEZdjqYE,AIs should also refuse to work on capabilities research,https://www.lesswrong.com/posts/CFA8W6WCodEZdjqYE/ais-should-also-refuse-to-work-on-capabilities-research,https://www.lesswrong.com/posts/CFA8W6WCodEZdjqYE/ais-should-also-refuse-to-work-on-capabilities-research,,2025-10-27T08:42:35.190000+00:00,150,20,,,
oDX5vcDTEei8WuoBx,Re: recent Anthropic safety research,https://www.lesswrong.com/posts/oDX5vcDTEei8WuoBx/re-recent-anthropic-safety-research,https://www.lesswrong.com/posts/oDX5vcDTEei8WuoBx/re-recent-anthropic-safety-research,,2025-08-06T22:52:44.203000+00:00,149,22,,,
zmtqmwetKH4nrxXcE,Which side of the AI safety community are you in?,https://www.lesswrong.com/posts/zmtqmwetKH4nrxXcE/which-side-of-the-ai-safety-community-are-you-in,https://www.lesswrong.com/posts/zmtqmwetKH4nrxXcE/which-side-of-the-ai-safety-community-are-you-in,,2025-10-22T21:17:28.465000+00:00,146,88,,,
Fr4QsQT52RFKHvCAH,Alignment Faking Revisited: Improved Classifiers and Open Source Extensions,https://www.lesswrong.com/posts/Fr4QsQT52RFKHvCAH/alignment-faking-revisited-improved-classifiers-and-open,https://www.lesswrong.com/posts/Fr4QsQT52RFKHvCAH/alignment-faking-revisited-improved-classifiers-and-open,,2025-04-08T17:32:55.315000+00:00,146,20,,,
neTbrpBziAsTH5Bn7,AI companies are unlikely to make high-assurance safety cases if timelines are short,https://www.lesswrong.com/posts/neTbrpBziAsTH5Bn7/ai-companies-are-unlikely-to-make-high-assurance-safety,https://www.lesswrong.com/posts/neTbrpBziAsTH5Bn7/ai-companies-are-unlikely-to-make-high-assurance-safety,,2025-01-23T18:41:40.546000+00:00,145,5,,,
qgehQxiTXj53X49mM,"Sonnet 4.5's eval gaming seriously undermines alignment evals, and this seems caused by training on alignment evals",https://www.lesswrong.com/posts/qgehQxiTXj53X49mM/sonnet-4-5-s-eval-gaming-seriously-undermines-alignment,https://www.lesswrong.com/posts/qgehQxiTXj53X49mM/sonnet-4-5-s-eval-gaming-seriously-undermines-alignment,,2025-10-30T15:34:32.336000+00:00,139,20,,,
gLDSqQm8pwNiq7qst,"Narrow Misalignment is Hard, Emergent Misalignment is Easy",https://www.lesswrong.com/posts/gLDSqQm8pwNiq7qst/narrow-misalignment-is-hard-emergent-misalignment-is-easy,https://www.lesswrong.com/posts/gLDSqQm8pwNiq7qst/narrow-misalignment-is-hard-emergent-misalignment-is-easy,,2025-07-14T21:05:57.653000+00:00,133,24,,,
n6Rsb2jDpYSfzsbns,Consider donating to AI safety champion Scott Wiener,https://www.lesswrong.com/posts/n6Rsb2jDpYSfzsbns/consider-donating-to-ai-safety-champion-scott-wiener,https://www.lesswrong.com/posts/n6Rsb2jDpYSfzsbns/consider-donating-to-ai-safety-champion-scott-wiener,,2025-10-22T18:40:41.963000+00:00,132,9,,,
qYPHryHTNiJ2y6Fhi,The Paris AI Anti-Safety Summit,https://www.lesswrong.com/posts/qYPHryHTNiJ2y6Fhi/the-paris-ai-anti-safety-summit,https://www.lesswrong.com/posts/qYPHryHTNiJ2y6Fhi/the-paris-ai-anti-safety-summit,,2025-02-12T14:00:07.383000+00:00,129,21,,,
E8n93nnEaFeXTbHn5,"Plans A, B, C, and D for misalignment risk",https://www.lesswrong.com/posts/E8n93nnEaFeXTbHn5/plans-a-b-c-and-d-for-misalignment-risk,https://www.lesswrong.com/posts/E8n93nnEaFeXTbHn5/plans-a-b-c-and-d-for-misalignment-risk,,2025-10-08T17:18:16.750000+00:00,127,69,,,
HLJoJYi52mxgomujc,Realistic Reward Hacking Induces Different and Deeper Misalignment,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,,2025-10-09T18:45:07.342000+00:00,127,2,,,
JmRfgNYCrYogCq7ny,Stress Testing Deliberative Alignment for Anti-Scheming Training,https://www.lesswrong.com/posts/JmRfgNYCrYogCq7ny/stress-testing-deliberative-alignment-for-anti-scheming,https://www.lesswrong.com/posts/JmRfgNYCrYogCq7ny/stress-testing-deliberative-alignment-for-anti-scheming,,2025-09-17T16:59:12.906000+00:00,125,19,,,
bGYQgBPEyHidnZCdE,Towards Alignment Auditing as a Numbers-Go-Up Science,https://www.lesswrong.com/posts/bGYQgBPEyHidnZCdE/towards-alignment-auditing-as-a-numbers-go-up-science,https://www.lesswrong.com/posts/bGYQgBPEyHidnZCdE/towards-alignment-auditing-as-a-numbers-go-up-science,,2025-08-04T22:30:52.101000+00:00,123,15,,,
J7Ju6t6QCpgbnYx4D,Please Donate to CAIP (Post 1 of 7 on AI Governance),https://www.lesswrong.com/posts/J7Ju6t6QCpgbnYx4D/please-donate-to-caip-post-1-of-7-on-ai-governance,https://www.lesswrong.com/posts/J7Ju6t6QCpgbnYx4D/please-donate-to-caip-post-1-of-7-on-ai-governance,,2025-05-07T17:13:46.761000+00:00,119,20,,,
26SHhxK2yYQbh7ors,Research directions Open Phil wants to fund in technical AI safety,https://www.lesswrong.com/posts/26SHhxK2yYQbh7ors/research-directions-open-phil-wants-to-fund-in-technical-ai,https://www.lesswrong.com/posts/26SHhxK2yYQbh7ors/research-directions-open-phil-wants-to-fund-in-technical-ai,,2025-02-08T01:40:00.968000+00:00,117,21,,,
TCGgiJAinGgcMEByt,“The Era of Experience” has an unsolved technical alignment problem,https://www.lesswrong.com/posts/TCGgiJAinGgcMEByt/the-era-of-experience-has-an-unsolved-technical-alignment,https://www.lesswrong.com/posts/TCGgiJAinGgcMEByt/the-era-of-experience-has-an-unsolved-technical-alignment,,2025-04-24T13:57:38.984000+00:00,115,48,,,
whkMnqFWKsBm7Gyd7,Recontextualization Mitigates Specification Gaming Without Modifying the Specification,https://www.lesswrong.com/posts/whkMnqFWKsBm7Gyd7/recontextualization-mitigates-specification-gaming-without,https://www.lesswrong.com/posts/whkMnqFWKsBm7Gyd7/recontextualization-mitigates-specification-gaming-without,,2025-10-14T00:53:06.161000+00:00,115,13,,,
jP9KDyMkchuv6tHwm,How To Become A Mechanistic Interpretability Researcher,https://www.lesswrong.com/posts/jP9KDyMkchuv6tHwm/how-to-become-a-mechanistic-interpretability-researcher,https://www.lesswrong.com/posts/jP9KDyMkchuv6tHwm/how-to-become-a-mechanistic-interpretability-researcher,,2025-09-02T23:38:43.780000+00:00,115,12,,,
gRc8KL2HLtKkFmNPr,Among Us: A Sandbox for Agentic Deception,https://www.lesswrong.com/posts/gRc8KL2HLtKkFmNPr/among-us-a-sandbox-for-agentic-deception,https://www.lesswrong.com/posts/gRc8KL2HLtKkFmNPr/among-us-a-sandbox-for-agentic-deception,,2025-04-05T06:24:49+00:00,114,7,,,
W3KfxjbqBAnifBQoi,We should try to automate AI safety work asap,https://www.lesswrong.com/posts/W3KfxjbqBAnifBQoi/we-should-try-to-automate-ai-safety-work-asap,https://www.lesswrong.com/posts/W3KfxjbqBAnifBQoi/we-should-try-to-automate-ai-safety-work-asap,,2025-04-26T16:35:43.770000+00:00,113,10,,,
tbnw7LbNApvxNLAg8,UK AISI’s Alignment Team: Research Agenda,https://www.lesswrong.com/posts/tbnw7LbNApvxNLAg8/uk-aisi-s-alignment-team-research-agenda,https://www.lesswrong.com/posts/tbnw7LbNApvxNLAg8/uk-aisi-s-alignment-team-research-agenda,,2025-05-07T16:33:41.176000+00:00,113,2,,,
wGRnzCFcowRCrpX4Y,Downstream applications as validation of interpretability progress,https://www.lesswrong.com/posts/wGRnzCFcowRCrpX4Y/downstream-applications-as-validation-of-interpretability,https://www.lesswrong.com/posts/wGRnzCFcowRCrpX4Y/downstream-applications-as-validation-of-interpretability,,2025-03-31T01:35:02.722000+00:00,112,3,,,
yHmJrDSJpFaNTZ9Tr,Model Organisms for Emergent Misalignment,https://www.lesswrong.com/posts/yHmJrDSJpFaNTZ9Tr/model-organisms-for-emergent-misalignment,https://www.lesswrong.com/posts/yHmJrDSJpFaNTZ9Tr/model-organisms-for-emergent-misalignment,,2025-06-16T15:46:41.739000+00:00,111,18,,,
wbJxRNxuezvsGFEWv,Open Philanthropy Technical AI Safety RFP - $40M Available Across 21 Research Areas,https://www.lesswrong.com/posts/wbJxRNxuezvsGFEWv/open-philanthropy-technical-ai-safety-rfp-usd40m-available,https://www.lesswrong.com/posts/wbJxRNxuezvsGFEWv/open-philanthropy-technical-ai-safety-rfp-usd40m-available,,2025-02-06T18:58:53.076000+00:00,111,0,,,
BjeesS4cosB2f4PAj,We're Not Advertising Enough (Post 3 of 7 on AI Governance),https://www.lesswrong.com/posts/BjeesS4cosB2f4PAj/we-re-not-advertising-enough-post-3-of-7-on-ai-governance,https://www.lesswrong.com/posts/BjeesS4cosB2f4PAj/we-re-not-advertising-enough-post-3-of-7-on-ai-governance,,2025-05-22T17:05:59.329000+00:00,110,10,,,
2pZWhCndKtLAiWXYv,Learnings from AI safety course so far,https://www.lesswrong.com/posts/2pZWhCndKtLAiWXYv/learnings-from-ai-safety-course-so-far,https://www.lesswrong.com/posts/2pZWhCndKtLAiWXYv/learnings-from-ai-safety-course-so-far,,2025-09-27T18:17:02.384000+00:00,106,6,,,
WkCfvqyjCzvRrwkaQ,AI Governance to Avoid Extinction: The Strategic Landscape and Actionable Research Questions,https://www.lesswrong.com/posts/WkCfvqyjCzvRrwkaQ/ai-governance-to-avoid-extinction-the-strategic-landscape,https://www.lesswrong.com/posts/WkCfvqyjCzvRrwkaQ/ai-governance-to-avoid-extinction-the-strategic-landscape,,2025-05-01T22:46:10.337000+00:00,105,7,,,
TJrCumJxhzTmNBsRz,A short course on AGI safety from the GDM Alignment team,https://www.lesswrong.com/posts/TJrCumJxhzTmNBsRz/a-short-course-on-agi-safety-from-the-gdm-alignment-team,https://www.lesswrong.com/posts/TJrCumJxhzTmNBsRz/a-short-course-on-agi-safety-from-the-gdm-alignment-team,,2025-02-14T15:43:50.903000+00:00,105,2,,,
9pGbTz6c78PGwJein,Detecting Strategic Deception Using Linear Probes,https://www.lesswrong.com/posts/9pGbTz6c78PGwJein/detecting-strategic-deception-using-linear-probes,https://www.lesswrong.com/posts/9pGbTz6c78PGwJein/detecting-strategic-deception-using-linear-probes,,2025-02-06T15:46:53.024000+00:00,104,9,,,
hQyrTDuTXpqkxrnoH,xAI's new safety framework is dreadful,https://www.lesswrong.com/posts/hQyrTDuTXpqkxrnoH/xai-s-new-safety-framework-is-dreadful,https://www.lesswrong.com/posts/hQyrTDuTXpqkxrnoH/xai-s-new-safety-framework-is-dreadful,,2025-09-02T15:00:43.396000+00:00,104,6,,,
wqz5CRzqWkvzoatBG,AGI Safety & Alignment @ Google DeepMind is hiring,https://www.lesswrong.com/posts/wqz5CRzqWkvzoatBG/agi-safety-and-alignment-google-deepmind-is-hiring,https://www.lesswrong.com/posts/wqz5CRzqWkvzoatBG/agi-safety-and-alignment-google-deepmind-is-hiring,,2025-02-17T21:11:18.970000+00:00,103,19,,,
cyYgdYJagkG4HGZBk,Reasons for and against working on technical AI safety at a frontier AI lab,https://www.lesswrong.com/posts/cyYgdYJagkG4HGZBk/reasons-for-and-against-working-on-technical-ai-safety-at-a,https://www.lesswrong.com/posts/cyYgdYJagkG4HGZBk/reasons-for-and-against-working-on-technical-ai-safety-at-a,,2025-01-05T14:49:53.529000+00:00,100,12,,,
6YxdpGjfHyrZb7F2G,Third-wave AI safety needs sociopolitical thinking,https://www.lesswrong.com/posts/6YxdpGjfHyrZb7F2G/third-wave-ai-safety-needs-sociopolitical-thinking,https://www.lesswrong.com/posts/6YxdpGjfHyrZb7F2G/third-wave-ai-safety-needs-sociopolitical-thinking,,2025-03-27T00:55:30.548000+00:00,99,23,,,
kcKnKHTHycHeRhcHF,"One-shot steering vectors cause emergent misalignment, too",https://www.lesswrong.com/posts/kcKnKHTHycHeRhcHF/one-shot-steering-vectors-cause-emergent-misalignment-too,https://www.lesswrong.com/posts/kcKnKHTHycHeRhcHF/one-shot-steering-vectors-cause-emergent-misalignment-too,,2025-04-14T06:40:41.503000+00:00,98,6,,,
6hy7tsB2pkpRHqazG,The Sweet Lesson: AI Safety Should Scale With Compute,https://www.lesswrong.com/posts/6hy7tsB2pkpRHqazG/the-sweet-lesson-ai-safety-should-scale-with-compute,https://www.lesswrong.com/posts/6hy7tsB2pkpRHqazG/the-sweet-lesson-ai-safety-should-scale-with-compute,,2025-05-05T19:03:28.748000+00:00,97,3,,,
HiTjDZyWdLEGCDzqu,Implications of the inference scaling paradigm for AI safety,https://www.lesswrong.com/posts/HiTjDZyWdLEGCDzqu/implications-of-the-inference-scaling-paradigm-for-ai-safety,https://www.lesswrong.com/posts/HiTjDZyWdLEGCDzqu/implications-of-the-inference-scaling-paradigm-for-ai-safety,,2025-01-14T02:14:53.562000+00:00,96,70,,,
kiNbFKcKoNQKdgTp8,Interview with Eliezer Yudkowsky on Rationality and Systematic Misunderstanding of AI Alignment,https://www.lesswrong.com/posts/kiNbFKcKoNQKdgTp8/interview-with-eliezer-yudkowsky-on-rationality-and,https://www.lesswrong.com/posts/kiNbFKcKoNQKdgTp8/interview-with-eliezer-yudkowsky-on-rationality-and,,2025-09-15T18:35:16.351000+00:00,93,21,,,
YeQe36XiY4BhrtRh5,ASI existential risk: Reconsidering Alignment as a Goal,https://www.lesswrong.com/posts/YeQe36XiY4BhrtRh5/asi-existential-risk-reconsidering-alignment-as-a-goal-1,https://www.lesswrong.com/posts/YeQe36XiY4BhrtRh5/asi-existential-risk-reconsidering-alignment-as-a-goal-1,,2025-04-15T19:57:42.547000+00:00,93,14,,,
3jnziqCF3vA2NXAKp,Six Thoughts on AI Safety,https://www.lesswrong.com/posts/3jnziqCF3vA2NXAKp/six-thoughts-on-ai-safety,https://www.lesswrong.com/posts/3jnziqCF3vA2NXAKp/six-thoughts-on-ai-safety,,2025-01-24T22:20:50.768000+00:00,92,55,,,
gT3wtWBAs7PKonbmy,Aesthetic Preferences Can Cause Emergent Misalignment,https://www.lesswrong.com/posts/gT3wtWBAs7PKonbmy/aesthetic-preferences-can-cause-emergent-misalignment,https://www.lesswrong.com/posts/gT3wtWBAs7PKonbmy/aesthetic-preferences-can-cause-emergent-misalignment,,2025-08-26T18:41:10.281000+00:00,92,16,,,
8XHBaugB5S3r27MG9,"Prover-Estimator Debate: 
A New Scalable Oversight Protocol",https://www.lesswrong.com/posts/8XHBaugB5S3r27MG9/prover-estimator-debate-a-new-scalable-oversight-protocol,https://www.lesswrong.com/posts/8XHBaugB5S3r27MG9/prover-estimator-debate-a-new-scalable-oversight-protocol,,2025-06-17T13:53:04.125000+00:00,88,18,,,
7BEcAzxCXenwcjXuE,On Emergent Misalignment,https://www.lesswrong.com/posts/7BEcAzxCXenwcjXuE/on-emergent-misalignment,https://www.lesswrong.com/posts/7BEcAzxCXenwcjXuE/on-emergent-misalignment,,2025-02-28T13:10:05.973000+00:00,88,5,,,
ksfjZJu3BFEfM6hHE,"Why Corrigibility is Hard and Important (i.e. ""Whence the high MIRI confidence in alignment difficulty?"")",https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high,https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high,,2025-09-30T00:12:04.934000+00:00,87,54,,,
PkeB4TLxgaNnSmddg,Scaling Sparse Feature Circuit Finding to Gemma 9B,https://www.lesswrong.com/posts/PkeB4TLxgaNnSmddg/scaling-sparse-feature-circuit-finding-to-gemma-9b,https://www.lesswrong.com/posts/PkeB4TLxgaNnSmddg/scaling-sparse-feature-circuit-finding-to-gemma-9b,,2025-01-10T11:08:11.999000+00:00,86,11,,,
PjeZxCivuoyKhs4JB,Claude 4 You: Safety and Alignment,https://www.lesswrong.com/posts/PjeZxCivuoyKhs4JB/claude-4-you-safety-and-alignment,https://www.lesswrong.com/posts/PjeZxCivuoyKhs4JB/claude-4-you-safety-and-alignment,,2025-05-25T14:00:04.528000+00:00,86,8,,,
dqd54wpEfjKJsJBk6,xAI's Grok 4 has no meaningful safety guardrails,https://www.lesswrong.com/posts/dqd54wpEfjKJsJBk6/xai-s-grok-4-has-no-meaningful-safety-guardrails,https://www.lesswrong.com/posts/dqd54wpEfjKJsJBk6/xai-s-grok-4-has-no-meaningful-safety-guardrails,,2025-07-13T18:22:31.350000+00:00,84,15,,,
AcTEiu5wYDgrbmXow,Open problems in emergent misalignment,https://www.lesswrong.com/posts/AcTEiu5wYDgrbmXow/open-problems-in-emergent-misalignment,https://www.lesswrong.com/posts/AcTEiu5wYDgrbmXow/open-problems-in-emergent-misalignment,,2025-03-01T09:47:58.889000+00:00,83,17,,,
o3sEHE8cqQ5hcqgkG,"What Makes an AI Startup ""Net Positive"" for Safety?",https://www.lesswrong.com/posts/o3sEHE8cqQ5hcqgkG/what-makes-an-ai-startup-net-positive-for-safety,https://www.lesswrong.com/posts/o3sEHE8cqQ5hcqgkG/what-makes-an-ai-startup-net-positive-for-safety,,2025-04-18T20:33:22.682000+00:00,82,23,,,
cJQZAueoPC6aTncKK,AIs at the current capability level may be important for future safety work,https://www.lesswrong.com/posts/cJQZAueoPC6aTncKK/ais-at-the-current-capability-level-may-be-important-for,https://www.lesswrong.com/posts/cJQZAueoPC6aTncKK/ais-at-the-current-capability-level-may-be-important-for,,2025-05-12T14:06:11.872000+00:00,82,2,,,
HE2WXbftEebdBLR9u,Anthropic is Quietly Backpedalling on its Safety Commitments,https://www.lesswrong.com/posts/HE2WXbftEebdBLR9u/anthropic-is-quietly-backpedalling-on-its-safety-commitments,https://www.lesswrong.com/posts/HE2WXbftEebdBLR9u/anthropic-is-quietly-backpedalling-on-its-safety-commitments,,2025-05-23T02:26:42.877000+00:00,81,7,,,
kCGk5tp5suHoGwhCa,Mistral Large 2 (123B) seems to exhibit alignment faking,https://www.lesswrong.com/posts/kCGk5tp5suHoGwhCa/mistral-large-2-123b-seems-to-exhibit-alignment-faking,https://www.lesswrong.com/posts/kCGk5tp5suHoGwhCa/mistral-large-2-123b-seems-to-exhibit-alignment-faking,,2025-03-27T15:39:02.176000+00:00,81,4,,,
RoWabfQxabWBiXwxP,"Go home GPT-4o, you’re drunk: emergent misalignment as lowered inhibitions",https://www.lesswrong.com/posts/RoWabfQxabWBiXwxP/go-home-gpt-4o-you-re-drunk-emergent-misalignment-as-lowered,https://www.lesswrong.com/posts/RoWabfQxabWBiXwxP/go-home-gpt-4o-you-re-drunk-emergent-misalignment-as-lowered,,2025-03-18T14:48:54.762000+00:00,80,12,,,
abd9ufFpLrn5kvnLn,Directly Try Solving Alignment for 5 weeks,https://www.lesswrong.com/posts/abd9ufFpLrn5kvnLn/directly-try-solving-alignment-for-5-weeks,https://www.lesswrong.com/posts/abd9ufFpLrn5kvnLn/directly-try-solving-alignment-for-5-weeks,,2025-07-21T21:51:55.056000+00:00,80,4,,,
F3j4xqpxjxgQD3xXh,AI for AI safety,https://www.lesswrong.com/posts/F3j4xqpxjxgQD3xXh/ai-for-ai-safety,https://www.lesswrong.com/posts/F3j4xqpxjxgQD3xXh/ai-for-ai-safety,,2025-03-14T15:00:23.491000+00:00,79,13,,,
Y49znC2qfL9SXkT7e,Why does LW not put much more focus on AI governance and outreach?,https://www.lesswrong.com/posts/Y49znC2qfL9SXkT7e/why-does-lw-not-put-much-more-focus-on-ai-governance-and,https://www.lesswrong.com/posts/Y49znC2qfL9SXkT7e/why-does-lw-not-put-much-more-focus-on-ai-governance-and,,2025-04-12T14:24:54.197000+00:00,78,31,,,
b8eeCGe3FWzHKbePF,Agentic Misalignment: How LLMs Could be Insider Threats,https://www.lesswrong.com/posts/b8eeCGe3FWzHKbePF/agentic-misalignment-how-llms-could-be-insider-threats-1,https://www.lesswrong.com/posts/b8eeCGe3FWzHKbePF/agentic-misalignment-how-llms-could-be-insider-threats-1,,2025-06-20T22:34:59.515000+00:00,78,13,,,
YXNeA3RyRrrRWS37A,A Problem to Solve Before Building a Deception Detector,https://www.lesswrong.com/posts/YXNeA3RyRrrRWS37A/a-problem-to-solve-before-building-a-deception-detector,https://www.lesswrong.com/posts/YXNeA3RyRrrRWS37A/a-problem-to-solve-before-building-a-deception-detector,,2025-02-07T19:35:23.307000+00:00,77,12,,,
