url,title,tags,summary
https://www.lesswrong.com/posts/WkCfvqyjCzvRrwkaQ/ai-governance-to-avoid-extinction-the-strategic-landscape,AI Governance to Avoid Extinction: The Strategic Landscape and Actionable Research Questions,,
https://www.lesswrong.com/posts/TJrCumJxhzTmNBsRz/a-short-course-on-agi-safety-from-the-gdm-alignment-team,A short course on AGI safety from the GDM Alignment team,,
https://www.lesswrong.com/posts/9pGbTz6c78PGwJein/detecting-strategic-deception-using-linear-probes,Detecting Strategic Deception Using Linear Probes,,
https://www.lesswrong.com/posts/hQyrTDuTXpqkxrnoH/xai-s-new-safety-framework-is-dreadful,xAI's new safety framework is dreadful,,
https://www.lesswrong.com/posts/wqz5CRzqWkvzoatBG/agi-safety-and-alignment-google-deepmind-is-hiring,AGI Safety & Alignment @ Google DeepMind is hiring,,
https://www.lesswrong.com/posts/cyYgdYJagkG4HGZBk/reasons-for-and-against-working-on-technical-ai-safety-at-a,Reasons for and against working on technical AI safety at a frontier AI lab,,
https://www.lesswrong.com/posts/6YxdpGjfHyrZb7F2G/third-wave-ai-safety-needs-sociopolitical-thinking,Third-wave AI safety needs sociopolitical thinking,,
https://www.lesswrong.com/posts/kcKnKHTHycHeRhcHF/one-shot-steering-vectors-cause-emergent-misalignment-too,"One-shot steering vectors cause emergent misalignment, too",,
https://www.lesswrong.com/posts/6hy7tsB2pkpRHqazG/the-sweet-lesson-ai-safety-should-scale-with-compute,The Sweet Lesson: AI Safety Should Scale With Compute,,
https://www.lesswrong.com/posts/HiTjDZyWdLEGCDzqu/implications-of-the-inference-scaling-paradigm-for-ai-safety,Implications of the inference scaling paradigm for AI safety,,
https://www.lesswrong.com/posts/kiNbFKcKoNQKdgTp8/interview-with-eliezer-yudkowsky-on-rationality-and,Interview with Eliezer Yudkowsky on Rationality and Systematic Misunderstanding of AI Alignment,,
https://www.lesswrong.com/posts/YeQe36XiY4BhrtRh5/asi-existential-risk-reconsidering-alignment-as-a-goal-1,ASI existential risk: Reconsidering Alignment as a Goal,,
https://www.lesswrong.com/posts/3jnziqCF3vA2NXAKp/six-thoughts-on-ai-safety,Six Thoughts on AI Safety,,
https://www.lesswrong.com/posts/gT3wtWBAs7PKonbmy/aesthetic-preferences-can-cause-emergent-misalignment,Aesthetic Preferences Can Cause Emergent Misalignment,,
https://www.lesswrong.com/posts/8XHBaugB5S3r27MG9/prover-estimator-debate-a-new-scalable-oversight-protocol,"Prover-Estimator Debate: 
A New Scalable Oversight Protocol",,
https://www.lesswrong.com/posts/7BEcAzxCXenwcjXuE/on-emergent-misalignment,On Emergent Misalignment,,
https://www.lesswrong.com/posts/ksfjZJu3BFEfM6hHE/why-corrigibility-is-hard-and-important-i-e-whence-the-high,"Why Corrigibility is Hard and Important (i.e. ""Whence the high MIRI confidence in alignment difficulty?"")",,
https://www.lesswrong.com/posts/PkeB4TLxgaNnSmddg/scaling-sparse-feature-circuit-finding-to-gemma-9b,Scaling Sparse Feature Circuit Finding to Gemma 9B,,
https://www.lesswrong.com/posts/PjeZxCivuoyKhs4JB/claude-4-you-safety-and-alignment,Claude 4 You: Safety and Alignment,,
https://www.lesswrong.com/posts/dqd54wpEfjKJsJBk6/xai-s-grok-4-has-no-meaningful-safety-guardrails,xAI's Grok 4 has no meaningful safety guardrails,,
https://www.lesswrong.com/posts/AcTEiu5wYDgrbmXow/open-problems-in-emergent-misalignment,Open problems in emergent misalignment,,
https://www.lesswrong.com/posts/o3sEHE8cqQ5hcqgkG/what-makes-an-ai-startup-net-positive-for-safety,"What Makes an AI Startup ""Net Positive"" for Safety?",,
https://www.lesswrong.com/posts/cJQZAueoPC6aTncKK/ais-at-the-current-capability-level-may-be-important-for,AIs at the current capability level may be important for future safety work,,
https://www.lesswrong.com/posts/HE2WXbftEebdBLR9u/anthropic-is-quietly-backpedalling-on-its-safety-commitments,Anthropic is Quietly Backpedalling on its Safety Commitments,,
https://www.lesswrong.com/posts/kCGk5tp5suHoGwhCa/mistral-large-2-123b-seems-to-exhibit-alignment-faking,Mistral Large 2 (123B) seems to exhibit alignment faking,,
https://www.lesswrong.com/posts/RoWabfQxabWBiXwxP/go-home-gpt-4o-you-re-drunk-emergent-misalignment-as-lowered,"Go home GPT-4o, you’re drunk: emergent misalignment as lowered inhibitions",,
https://www.lesswrong.com/posts/abd9ufFpLrn5kvnLn/directly-try-solving-alignment-for-5-weeks,Directly Try Solving Alignment for 5 weeks,,
https://www.lesswrong.com/posts/F3j4xqpxjxgQD3xXh/ai-for-ai-safety,AI for AI safety,,
https://www.lesswrong.com/posts/Y49znC2qfL9SXkT7e/why-does-lw-not-put-much-more-focus-on-ai-governance-and,Why does LW not put much more focus on AI governance and outreach?,,
https://www.lesswrong.com/posts/b8eeCGe3FWzHKbePF/agentic-misalignment-how-llms-could-be-insider-threats-1,Agentic Misalignment: How LLMs Could be Insider Threats,,
https://www.lesswrong.com/posts/YXNeA3RyRrrRWS37A/a-problem-to-solve-before-building-a-deception-detector,A Problem to Solve Before Building a Deception Detector,,
https://www.lesswrong.com/posts/TeTegzR8X5CuKgMc3/misalignment-and-strategic-underperformance-an-analysis-of,Misalignment and Strategic Underperformance: An Analysis of Sandbagging and Exploration Hacking,,
https://www.lesswrong.com/posts/kffbZGa2yYhc6cakc/petri-an-open-source-auditing-tool-to-accelerate-ai-safety,Petri: An open-source auditing tool to accelerate AI safety research,,
https://www.lesswrong.com/posts/2TA7HqBYdhLdJBcZz/on-closed-door-ai-safety-research,On closed-door AI safety research,,
https://www.lesswrong.com/posts/4yn8B8p2YiouxLABy/claude-sonnet-4-5-system-card-and-alignment,Claude Sonnet 4.5: System Card and Alignment,,
https://www.lesswrong.com/posts/LhnqegFoykcjaXCYH/100-concrete-projects-and-open-problems-in-evals,100+ concrete projects and open problems in evals,,
https://www.lesswrong.com/posts/9tqpPP4FwSnv9AWsi/research-note-our-scheming-precursor-evals-had-limited,Research Note: Our scheming precursor evals had limited predictive power for our in-context scheming evals,,
https://www.lesswrong.com/posts/LLJm97gLDacn8AscB/introducing-11-new-ai-safety-organizations-catalyze-s-winter,Introducing 11 New AI Safety Organizations - Catalyze's Winter 24/25 London Incubation Program Cohort,,
https://www.lesswrong.com/posts/4XdxiqBsLKqiJ9xRM/llm-agi-may-reason-about-its-goals-and-discover,LLM AGI may reason about its goals and discover misalignments by default,,
https://www.lesswrong.com/posts/aKncW36ZdEnzxLo8A/llm-agi-will-have-memory-and-memory-changes-alignment,"LLM AGI will have memory, and memory changes alignment",,
https://www.lesswrong.com/posts/3ki4mt4BA6eTx56Tc/google-deepmind-an-approach-to-technical-agi-safety-and,Google DeepMind: An Approach to Technical AGI Safety and Security,,
https://www.lesswrong.com/posts/4aeshNuEKF8Ak356D/omniscaling-to-mnist,Omniscaling to MNIST,,
https://www.lesswrong.com/posts/4kwyC8ZqGZLATezri/new-scorecard-evaluating-ai-companies-on-safety,New scorecard evaluating AI companies on safety,,
https://www.lesswrong.com/posts/fqDzevPyw3GGaF5o9/paper-open-problems-in-mechanistic-interpretability,Paper: Open Problems in Mechanistic Interpretability,,
https://www.lesswrong.com/posts/wFKZmvfRfNn24HNHp/orphaned-policies-post-5-of-7-on-ai-governance,Orphaned Policies (Post 5 of 7 on AI Governance),,
https://www.lesswrong.com/posts/AzFxTMFfkTt4mhMKt/alignment-as-uploading-with-more-steps,Alignment as uploading with more steps,,
https://www.lesswrong.com/posts/irxuoCTKdufEdskSk/alignment-can-be-the-clean-energy-of-ai,Alignment can be the ‘clean energy’ of AI,,
https://www.lesswrong.com/posts/zzZ6jye3ukiNyMCmC/thought-crime-backdoors-and-emergent-misalignment-in,Thought Crime: Backdoors & Emergent Misalignment in Reasoning Models,,
https://www.lesswrong.com/posts/umYzsh7SGHHKsRCaA/convergent-linear-representations-of-emergent-misalignment,Convergent Linear Representations of Emergent Misalignment,,
https://www.lesswrong.com/posts/PhgEKkB4cwYjwpGxb/maintaining-alignment-during-rsi-as-a-feedback-control,Maintaining Alignment during RSI as a Feedback Control Problem,,
https://www.lesswrong.com/posts/ZXxY2tccLapdjLbKm/selective-generalization-improving-capabilities-while,Selective Generalization: Improving Capabilities While Maintaining Alignment,,
https://www.lesswrong.com/posts/jzgqTtcHhXpSDNgcF/your-ai-safety-org-could-get-eu-funding-up-to-eur9-08m-here,"Your AI Safety org could get EU funding up to €9.08M. Here’s how (+ free personalized support)
Update: Webinar 18/8 Link Below",,
https://www.lesswrong.com/posts/rF7MQWGbqQjEkeLJA/map-of-ai-safety-v2,Map of AI Safety v2,,
https://www.lesswrong.com/posts/tG9LGHLzQezH3pvMs/recommendations-for-technical-ai-safety-research-directions,Recommendations for Technical AI Safety Research Directions,,
https://www.lesswrong.com/posts/TeF8Az2EiWenR9APF/when-is-it-important-that-open-weight-models-aren-t-released,When is it important that open-weight models aren't released? My thoughts on the benefits and dangers of open-weight models in response to developments in CBRN capabilities.,,
https://www.lesswrong.com/posts/fMqgLGoeZFFQqAGyC/how-do-we-solve-the-alignment-problem,How do we solve the alignment problem?,,
https://www.lesswrong.com/posts/inFW6hMG3QEx8tTfA/rejecting-violence-as-an-ai-safety-strategy,Rejecting Violence as an AI Safety Strategy,,
https://www.lesswrong.com/posts/J7CyENFYXPxXQpsnD/slt-for-ai-safety,SLT for AI Safety,,
https://www.lesswrong.com/posts/AbnfsnEEmHFmprGzm/the-eu-is-asking-for-feedback-on-frontier-ai-regulation-open,The EU Is Asking for Feedback on Frontier AI Regulation (Open to Global Experts)—This Post Breaks Down What’s at Stake for AI Safety,,
https://www.lesswrong.com/posts/2RtuThoZwP4o8aEpS/introducing-the-epoch-capabilities-index-eci,Introducing the Epoch Capabilities Index (ECI),,
https://www.lesswrong.com/posts/5rMwWzRdWFtRdHeuE/not-all-capabilities-will-be-created-equal-focus-on,Not all capabilities will be created equal: focus on strategically superhuman agents,,
https://www.lesswrong.com/posts/jzHhJJq2cFmisRKB2/misalignment-classifiers-why-they-re-hard-to-evaluate,"Misalignment classifiers: Why they’re hard to evaluate adversarially, and why we're studying them anyway",,
https://www.lesswrong.com/posts/QGQiCuE33iHFv9jkv/softmax-emmett-shear-s-new-ai-startup-focused-on-organic,"Softmax, Emmett Shear's new AI startup focused on ""Organic Alignment""",,
https://www.lesswrong.com/posts/8KKujApx4g7FBm6hE/ai-safety-techniques-leveraging-distillation,AI safety techniques leveraging distillation,,
https://www.lesswrong.com/posts/jWFvsJnJieXnWBb9r/alignment-faking-ctfs-apply-to-my-mats-stream,Alignment faking CTFs: Apply to my MATS stream,,
https://www.lesswrong.com/posts/dcd2dPLZGFJPgtDzq/shift-resources-to-advocacy-now-post-4-of-7-on-ai-governance,Shift Resources to Advocacy Now (Post 4 of 7 on AI Governance),,
https://www.lesswrong.com/posts/adQueu9FFHfiBKDCt/political-funding-expertise-post-6-of-7-on-ai-governance,Political Funding Expertise (Post 6 of 7 on AI Governance),,
https://www.lesswrong.com/posts/BaigpPyZpkZuSjmAz/the-need-for-political-advertising-post-2-of-7-on-ai,"The Need for Political Advertising
(Post 2 of 7 on AI Governance)",,
https://www.lesswrong.com/posts/4QRvFCzhFbedmNfp4/to-be-legible-evidence-of-misalignment-probably-has-to-be,"To be legible, evidence of misalignment probably has to be behavioral",,
https://www.lesswrong.com/posts/QxJFjqT6oFY3jo47s/ai-safety-as-a-yc-startup-1,AI Safety as a YC Startup,,
https://www.lesswrong.com/posts/xGNnBmtAL5F5vBKRf/ai-safety-law-a-thon-turning-alignment-risks-into-legal,AI Safety Law-a-thon: Turning Alignment Risks into Legal Strategy,,
https://www.lesswrong.com/posts/Wi5keDzktqmANL422/on-openai-s-safety-and-alignment-philosophy,On OpenAI’s Safety and Alignment Philosophy,,
https://www.lesswrong.com/posts/nmaKpoHxmzjT8yXTk/new-website-analyzing-ai-companies-model-evals,New website analyzing AI companies' model evals,,
https://www.lesswrong.com/posts/iELyAqizJkizBQbfr/an-alignment-safety-case-sketch-based-on-debate,An alignment safety case sketch based on debate,,
https://www.lesswrong.com/posts/hvEikwtsbf6zaXG2s/on-google-s-safety-plan,On Google’s Safety Plan,,
https://www.lesswrong.com/posts/vWYzSorAEWwoJnnXq/a-sketch-of-an-ai-control-safety-case,A sketch of an AI control safety case,,
https://www.lesswrong.com/posts/RRvdRyWrSqKW2ANL9/alignment-proposal-adversarially-robust-augmentation-and,Alignment Proposal: Adversarially Robust Augmentation and Distillation,,
https://www.lesswrong.com/posts/y9QEHKdqsfsXBMAkb/mainstream-grantmaking-expertise-post-7-of-7-on-ai,Mainstream Grantmaking Expertise (Post 7 of 7 on AI Governance),,
https://www.lesswrong.com/posts/cdPPr6XtPkCX5c8Ny/predict-2025-ai-capabilities-by-sunday,Predict 2025 AI capabilities (by Sunday),,
https://www.lesswrong.com/posts/88xgGLnLo64AgjGco/where-are-the-ai-safety-replications,Where are the AI safety replications?,,
https://www.lesswrong.com/posts/qHudHZNLCiFrygRiy/emergent-misalignment-on-a-budget,Emergent Misalignment on a Budget,,
https://www.lesswrong.com/posts/qe8LjXAtaZfrc8No7/call-for-suggestions-ai-safety-course,Call for suggestions - AI safety course,,
https://www.lesswrong.com/posts/bzYJCXicmwDHDpLZa/reframing-ai-safety-as-a-neverending-institutional-challenge,Reframing AI Safety as a Neverending Institutional Challenge,,
https://www.lesswrong.com/posts/9tHEibBBhQCHEyFsa/do-llms-know-what-they-re-capable-of-why-this-matters-for-ai,"Do LLMs know what they're capable of? Why this matters for AI safety, and initial findings",,
https://www.lesswrong.com/posts/a4EDinzAYtRwpNmx9/towards-data-centric-interpretability-with-sparse,Towards data-centric interpretability with sparse autoencoders,,
https://www.lesswrong.com/posts/u3ZysuXEjkyHhefrk/against-blanket-arguments-against-interpretability,Against blanket arguments against interpretability,,
https://www.lesswrong.com/posts/CSFa9rvGNGAfCzBk6/problems-with-instruction-following-as-an-alignment-target,Problems with instruction-following as an alignment target,,
https://www.lesswrong.com/posts/CJ4yywLBkdRALc4sT/on-deliberative-alignment,On Deliberative Alignment,,
https://www.lesswrong.com/posts/GvgmoDts5kphwGyS2/60-u-k-lawmakers-accuse-google-of-breaking-ai-safety-pledge,60 U.K. Lawmakers Accuse Google of Breaking AI Safety Pledge,,
https://www.lesswrong.com/posts/JrTk2pbqp7BFwPAKw/reward-button-alignment,Reward button alignment,,
https://www.lesswrong.com/posts/nnzb7prw2XC8cFhnP/openai-13-altman-at-ted-and-openai-cutting-corners-on-safety,OpenAI #13: Altman at TED and OpenAI Cutting Corners on Safety Testing,,
https://www.lesswrong.com/posts/zecxwyATrN8ZbinoC/interview-with-steven-byrnes-on-brain-like-agi-foom-and-doom,"Interview with Steven Byrnes on Brain-like AGI, Foom & Doom, and Solving Technical Alignment",,
https://www.lesswrong.com/posts/wzCtwYtojMabyEg2L/what-is-inadequate-about-bayesianism-for-ai-alignment,What is Inadequate about Bayesianism for AI Alignment: Motivating Infra-Bayesianism,,
https://www.lesswrong.com/posts/aG9e5tHfHmBnDqrDy/the-gdm-agi-safety-alignment-team-is-hiring-for-applied,The GDM AGI Safety+Alignment Team is Hiring for Applied Interpretability Research,,
https://www.lesswrong.com/posts/nJcuj4rtuefeTRFHp/can-we-safely-automate-alignment-research,Can we safely automate alignment research?,,
https://www.lesswrong.com/posts/hmds9eDjqFaadCk4F/overview-ai-safety-outreach-grassroots-orgs,Overview: AI Safety Outreach Grassroots Orgs,,
https://www.lesswrong.com/posts/vGeuBKQ7nzPnn5f7A/why-modelling-multi-objective-homeostasis-is-essential-for,Why modelling multi-objective homeostasis is essential for AI alignment (and how it helps with AI safety as well). Subtleties and Open Challenges.,,
https://www.lesswrong.com/posts/KMbZWcTvGjChw9ynD/focus-transparency-on-risk-reports-not-safety-cases,"Focus transparency on risk reports, not safety cases",,
https://www.lesswrong.com/posts/dwpXvweBrJwErse3L/all-the-labs-ai-safety-plans-2025-edition,All the labs AI safety plans: 2025 edition,,
https://www.lesswrong.com/posts/DJAZHYjWxMrcd2na3/building-and-evaluating-alignment-auditing-agents,Building and evaluating alignment auditing agents,,
https://www.lesswrong.com/posts/CwJ2qWveb9JbaCGQ5/harmless-reward-hacks-can-generalize-to-misalignment-in-llms,Harmless reward hacks can generalize to misalignment in LLMs,,
https://www.lesswrong.com/posts/kyBGcHfzfZziHm5xL/why-i-don-t-believe-superalignment-will-work,Why I don't believe Superalignment will work,,
https://www.lesswrong.com/posts/7ExkgcDudwhag73vw/existing-safety-frameworks-imply-unreasonable-confidence,Existing Safety Frameworks Imply Unreasonable Confidence,,
https://www.lesswrong.com/posts/gwKyHqe4CL6TZNQxp/why-do-many-people-who-care-about-ai-safety-not-clearly,Why do many people who care about AI Safety not clearly endorse PauseAI?,,
https://www.lesswrong.com/posts/5gmALpCetyjkSPEDr/training-ai-to-do-alignment-research-we-don-t-already-know,Training AI to do alignment research we don’t already know how to do,,
https://www.lesswrong.com/posts/sjr66DBEgyogAbfdf/renormalization-redux-qft-techniques-for-ai-interpretability,Renormalization Redux: QFT Techniques for AI Interpretability,,
https://www.lesswrong.com/posts/PejNckwQj3A2MGhMA/systematic-runaway-optimiser-like-llm-failure-modes-on,Systematic runaway-optimiser-like LLM failure modes on Biologically and Economically aligned AI safety benchmarks for LLMs with simplified observation format (BioBlue),,
https://www.lesswrong.com/posts/25dsPH6CuRXPBkGHN/no-we-re-not-getting-meaningful-oversight-of-ai,"No, We're Not Getting Meaningful Oversight of AI",,
https://www.lesswrong.com/posts/ZdY4JzBPJEgaoCxTR/emergent-misalignment-and-realignment,Emergent Misalignment & Realignment,,
https://www.lesswrong.com/posts/etqbEF4yWoGBEaPro/on-the-meta-and-deepmind-safety-frameworks,On the Meta and DeepMind Safety Frameworks,,
https://www.lesswrong.com/posts/gTt2J5uJ4mrTWkncF/intelsat-as-a-model-for-international-agi-governance,Intelsat as a Model for International AGI Governance,,
https://www.lesswrong.com/posts/kjbq7T7Z2vEDoPw95/ketamine-part-2-what-do-in-vitro-studies-tell-us-about,Ketamine part 2: What do in vitro studies tell us about safety?,,
https://www.lesswrong.com/posts/7zhAwcBri7yupStKy/here-s-18-applications-of-deception-probes,Here’s 18 Applications of Deception Probes,,
https://www.lesswrong.com/posts/h89L5FMAkEBNsZ3xM/a-single-principle-related-to-many-alignment-subproblems-2,A single principle related to many Alignment subproblems?,,
https://www.lesswrong.com/posts/SAkFA5jHzzD5JWWxC/alignment-is-not-all-you-need,Alignment Is Not All You Need,,
https://www.lesswrong.com/posts/kMiwjx6QyyBBTcjxt/does-the-universal-geometry-of-embeddings-paper-have-big,Does the Universal Geometry of Embeddings paper have big implications for interpretability?,,
https://www.lesswrong.com/posts/6DfWFtL7mcs3vnHPn/should-ai-developers-remove-discussion-of-ai-misalignment,Should AI Developers Remove Discussion of AI Misalignment from AI Training Data?,,
https://www.lesswrong.com/posts/XGHf7EY3CK4KorBpw/understanding-llms-insights-from-mechanistic,Understanding LLMs: Insights from Mechanistic Interpretability,,
https://www.lesswrong.com/posts/vkdpw2vCnspK9t7nA/my-january-alignment-theory-nanowrimo,My January alignment theory Nanowrimo,,
https://www.lesswrong.com/posts/kBgySGcASWa4FWdD9/paths-and-waystations-in-ai-safety-1,Paths and waystations in AI safety,,
https://www.lesswrong.com/posts/Ns7qfCqSgMjQNDZN8/sentinel-s-global-risks-weekly-roundup-15-2025-tariff-yoyo,"Sentinel's Global Risks Weekly Roundup #15/2025: Tariff yoyo, OpenAI slashing safety testing, Iran nuclear programme negotiations, 1K H5N1 confirmed herd infections.",,
https://www.lesswrong.com/posts/yAwnYoeCz7PqeNrtL/lectures-on-statistical-learning-theory-for-alignment,Lectures on statistical learning theory for alignment researchers,,
https://www.lesswrong.com/posts/Z8KLLHvsEkukxpTCD/givewell-for-ai-safety-lessons-learned-in-a-week,‘GiveWell for AI Safety’: Lessons learned in a week,,
https://www.lesswrong.com/posts/GvMakH65LS86RFn5x/rolling-thresholds-for-agi-scaling-regulation,Rolling Thresholds for AGI Scaling Regulation,,
https://www.lesswrong.com/posts/eR69f3hi5ozxchhYg/scaling-wargaming-for-global-catastrophic-risks-with-ai,Scaling Wargaming for Global Catastrophic Risks with AI,,
https://www.lesswrong.com/posts/qhjNejRxbMGQp4wHt/how-fast-can-algorithms-advance-capabilities-or-epoch,How Fast Can Algorithms Advance Capabilities? | Epoch Gradient Update,,
